-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,16,16,16,16,16,16,-1,16,16,16,-1,16,16,16,-1,16,16,16,16,16,16,16,16,-1
-1,-1,-1,-1,-1,-1,16,0,0,0,96,16,16,16,96,16,16,16,96,16,16,16,96,0,0,0,0,0,16,-1
-1,-1,-1,-1,-1,-1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,-1
-1,-1,-1,-1,-1,-1,16,0,177,0,0,0,0,0,97,0,0,0,0,0,177,0,0,160,0,0,0,0,16,-1
-1,-1,-1,-1,-1,-1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,-1
-1,-1,-1,-1,-1,-1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,-1
-1,-1,-1,-1,-1,-1,16,0,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,97,0,0,0,0,16,-1
-1,-1,-1,-1,-1,-1,16,0,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,0,0,0,0,0,0,0,0,16,-1
16,16,16,16,16,16,16,0,16,-1,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,177,0,16,-1
16,96,0,0,0,0,0,0,16,-1,16,96,0,0,0,0,0,0,96,16,0,0,0,0,0,0,0,0,16,-1
16,0,0,0,0,0,0,0,16,-1,16,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,16,-1
16,0,0,0,0,0,0,0,16,-1,16,0,0,0,0,176,0,0,0,16,0,0,0,0,0,96,0,0,16,-1
16,0,0,0,0,0,0,0,16,-1,16,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,16,-1
16,0,0,0,0,0,0,0,16,-1,16,0,0,16,16,16,16,0,0,16,0,0,97,0,0,0,0,0,16,-1
16,0,0,0,0,0,0,0,16,-1,16,0,0,16,16,32,16,0,0,16,0,0,0,0,0,0,0,0,16,-1
16,0,0,0,0,0,0,0,0,16,16,0,0,16,0,0,0,0,0,16,0,0,0,0,0,0,0,0,16,-1
16,0,0,0,177,0,0,0,0,0,0,0,0,16,0,0,0,0,0,16,0,0,0,0,0,0,0,0,16,-1
16,0,0,0,0,0,0,0,16,16,16,16,16,16,16,16,16,16,16,16,16,0,96,0,0,177,0,0,16,-1
16,0,0,0,0,0,0,0,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,0,0,0,0,0,0,0,16,-1
16,0,0,0,0,0,0,0,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,16,-1
16,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,96,16,0,0,0,0,97,0,0,16,-1
16,16,16,16,16,16,16,16,16,0,16,16,16,16,16,16,16,16,16,16,16,0,177,0,0,0,0,0,16,-1
-1,-1,-1,-1,-1,-1,-1,-1,16,0,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,0,0,0,0,0,0,0,16,-1
-1,-1,-1,-1,-1,-1,-1,-1,16,0,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,16,-1
-1,-1,-1,-1,-1,-1,-1,-1,16,0,0,0,0,0,0,0,0,0,177,96,16,0,0,0,0,0,0,0,16,-1
-1,-1,-1,-1,-1,-1,-1,-1,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
